constellation,condition,seed,variant,deliverable_per_snapshot,delivery_rate,non_optimal_egress_rate,stretch_dist_shared,stretch_hop_shared,isls_removed_per_snapshot,satellites_down_per_snapshot,fstate_updates_per_snapshot,compute_time_ms,loop_pairs_per_snapshot,live_minima_per_snapshot,detour_entries_per_snapshot,failure_events_per_snapshot,exception_entries_per_snapshot,exception_entries_one_pass_per_snapshot,exception_satellites_per_snapshot,exception_share_of_link_state,exception_hops_to_failure_mean,exception_hops_to_failure_max,exception_unresolved_total,failure_share_loop,failure_share_dead_end,failure_share_link_down,failure_share_hop_limit,failure_share_egress_lost,delivery_gap_vs_link_state
kuiper,sat_p0.005,1,topological_nominal_progress,552.0,0.9903985507246377,0.005182610816413634,1.0002376447926156,1.0111454050640172,26.0,6.5,0.029499736085860068,4405.960312454651,0.0,10.733333333333333,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.009601449275362328
kuiper,sat_p0.005,1,topological_nominal_progress_exceptions,552.0,1.0,0.009933574879227053,1.000769711510656,1.0119992885049203,26.0,6.5,0.029499736085860068,4853.66435777396,0.0,10.733333333333333,0.0,0.35,12.233333333333333,331.26666666666665,8.916666666666666,0.0004409361783929258,0.1226158038147139,1.0,0.0,,,,,,0.0
kuiper,sat_p0.005,1,topological_nominal_progress_repair,552.0,0.9903985507246377,0.005182610816413634,1.0002376447926156,1.0111454050640172,26.0,6.5,0.029499736085860068,4431.074130286773,0.0,10.733333333333333,0.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.009601449275362328
kuiper,sat_p0.005,1,topological_nominal_progress_repair_exceptions,552.0,1.0,0.009933574879227053,1.000769711510656,1.0119992885049203,26.0,6.5,0.029499736085860068,4881.48829145357,0.0,10.733333333333333,0.0,0.35,12.233333333333333,331.26666666666665,8.916666666666666,0.0004409361783929258,0.1226158038147139,1.0,0.0,,,,,,0.0
kuiper,sat_p0.005,1,topological_observed,552.0,1.0,0.0030797101449275364,1.0001185745326504,1.0110900025690988,26.0,6.5,0.029499736085860068,4290.727566368878,0.0,,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.005,1,topological_observed_progress,552.0,1.0,0.0030797101449275364,1.0001185745326504,1.0110900025690988,26.0,6.5,0.029499736085860068,4409.708175063133,0.0,-156.0,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.005,2,dra,552.0,0.9615942028985507,0.2717596081386586,1.0344109995410995,1.0000231603990082,24.333333333333332,6.083333333333333,0.02944108849920826,1195.7850523603458,21.2,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.03840579710144931
kuiper,sat_p0.005,2,explicit_r1,552.0,1.0,0.0,1.0,1.0107628460543407,24.333333333333332,6.083333333333333,0.7729458682775203,4271.027060970664,0.0,,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.005,2,explicit_r15,552.0,0.9950785024154589,0.5492308159116425,1.3114159894753579,1.2767257859984247,24.333333333333332,6.083333333333333,0.7082282564072488,919.9818022238711,0.0,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.004921497584541079
kuiper,sat_p0.005,2,link_state,552.0,1.0,0.0,1.0,1.0107628460543407,24.333333333333332,6.083333333333333,32.33927628878072,8466.794863436371,0.0,,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.005,2,topological_nominal,552.0,0.9896739130434783,0.0055525047287815,1.0008035675010416,1.012050635128838,24.333333333333332,6.083333333333333,0.02944108849920826,4375.581049794952,5.7,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.010326086956521707
kuiper,sat_p0.005,2,topological_nominal_progress,552.0,0.9876509661835748,0.007917825807832228,1.000337705516728,1.0112424809644671,24.333333333333332,6.083333333333333,0.02944108849920826,5000.789515363674,0.0,11.583333333333334,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.012349033816425159
kuiper,sat_p0.005,2,topological_nominal_progress_exceptions,552.0,1.0,0.011020531400966184,1.0010250685107338,1.0122267495516402,24.333333333333332,6.083333333333333,0.02944108849920826,4923.788418869178,0.0,11.583333333333334,0.0,0.3,13.2,468.8333333333333,9.85,0.0004757785467128028,0.12247474747474747,1.0,0.0,,,,,,0.0
kuiper,sat_p0.005,2,topological_nominal_progress_repair,552.0,0.9876509661835748,0.007917825807832228,1.000337705516728,1.0112424809644671,24.333333333333332,6.083333333333333,0.02944108849920826,4840.943257479618,0.0,11.583333333333334,0.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.012349033816425159
kuiper,sat_p0.005,2,topological_nominal_progress_repair_exceptions,552.0,1.0,0.011020531400966184,1.0010250685107338,1.0122267495516402,24.333333333333332,6.083333333333333,0.02944108849920826,4850.434516804914,0.0,11.583333333333334,0.0,0.3,13.2,468.8333333333333,9.85,0.0004757785467128028,0.12247474747474747,1.0,0.0,,,,,,0.0
kuiper,sat_p0.005,2,topological_observed,552.0,1.0,0.004710144927536232,1.0002400114971461,1.0109291664601558,24.333333333333332,6.083333333333333,0.02944108849920826,4369.257504182558,0.0,,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.005,2,topological_observed_progress,552.0,1.0,0.004710144927536232,1.0002400114971461,1.0109291664601558,24.333333333333332,6.083333333333333,0.02944108849920826,4370.881332457066,0.0,-146.0,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.005,3,dra,552.0,0.9730676328502416,0.27339580489015763,1.034882627119614,1.0000045882361357,22.666666666666668,5.666666666666667,0.02947041229253416,1134.1217033254604,14.866666666666667,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.02693236714975844
kuiper,sat_p0.005,3,explicit_r1,552.0,1.0,0.0,1.0,1.010585307997893,22.666666666666668,5.666666666666667,0.7741628057005454,4164.227812644094,0.0,,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.005,3,explicit_r15,552.0,0.9841485507246377,0.5430280717901519,1.3119496675642695,1.2757488072884204,22.666666666666668,5.666666666666667,0.7086094657204856,867.7863765507936,0.0,,,,,,,,,,,0.0,0.04380952380952381,0.9561904761904761,0.0,0.0,0.015851449275362306
kuiper,sat_p0.005,3,link_state,552.0,1.0,0.0,1.0,1.010585307997893,22.666666666666668,5.666666666666667,32.382499560143096,8624.20384141927,0.0,,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.005,3,topological_nominal,552.0,0.9885265700483091,0.0065974343310934635,1.000583504017052,1.0115935908795965,22.666666666666668,5.666666666666667,0.02947041229253416,4359.9668135556085,6.333333333333333,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.011473429951690872
kuiper,sat_p0.005,3,topological_nominal_progress,552.0,0.9883756038647343,0.008797922712692837,1.0002648131549339,1.0108680789542615,22.666666666666668,5.666666666666667,0.02947041229253416,4445.820212426285,0.0,10.4,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.011624396135265669
kuiper,sat_p0.005,3,topological_nominal_progress_exceptions,552.0,1.0,0.012681159420289856,1.0008431352095917,1.0117765435160133,22.666666666666668,5.666666666666667,0.02947041229253416,4837.189949707438,0.0,10.4,0.0,0.25,11.5,417.8333333333333,8.283333333333333,0.0004145040369088812,0.09565217391304348,1.0,0.0,,,,,,0.0
kuiper,sat_p0.005,3,topological_nominal_progress_repair,552.0,0.9883756038647343,0.008797922712692837,1.0002648131549339,1.0108680789542615,22.666666666666668,5.666666666666667,0.02947041229253416,4413.969268836081,0.0,10.4,0.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.011624396135265669
kuiper,sat_p0.005,3,topological_nominal_progress_repair_exceptions,552.0,1.0,0.012681159420289856,1.0008431352095917,1.0117765435160133,22.666666666666668,5.666666666666667,0.02947041229253416,4938.5661115248995,0.0,10.4,0.0,0.25,11.5,417.8333333333333,8.283333333333333,0.0004145040369088812,0.09565217391304348,1.0,0.0,,,,,,0.0
kuiper,sat_p0.005,3,topological_observed,552.0,1.0,0.004015700483091788,1.000167413176627,1.0106481502364515,22.666666666666668,5.666666666666667,0.02947041229253416,4200.62448894605,0.0,,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.005,3,topological_observed_progress,552.0,1.0,0.004015700483091788,1.000167413176627,1.0106481502364515,22.666666666666668,5.666666666666667,0.02947041229253416,4408.446782703201,0.0,-136.0,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.005,4,dra,552.0,0.9873188405797102,0.27972477064220186,1.0350057258228607,1.0000043687199651,19.8,4.95,0.029499736085860068,1135.8149052597582,7.0,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0126811594202898
kuiper,sat_p0.005,4,explicit_r1,552.0,1.0,0.0,1.0,1.0110087839748798,19.8,4.95,0.774265438977186,4509.8447863943875,0.0,,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.005,4,explicit_r15,552.0,0.9927838164251208,0.5421063836258021,1.3104047245444346,1.2755335020478789,19.8,4.95,0.709694446073544,871.9053640030324,0.0,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.007216183574879187
kuiper,sat_p0.005,4,link_state,552.0,1.0,0.0,1.0,1.0110087839748798,19.8,4.95,32.43113307137411,8330.958882781366,0.0,,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.005,4,topological_nominal,552.0,0.994927536231884,0.006585336246661811,1.0004280438564714,1.0117165823554066,19.8,4.95,0.029499736085860068,4482.783955708146,2.8,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.005072463768115987
kuiper,sat_p0.005,4,topological_nominal_progress,552.0,0.9935084541062802,0.0045281872055918555,1.0001786338313041,1.0111885036936894,19.8,4.95,0.029499736085860068,4344.626983689765,0.0,7.55,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.006491545893719808
kuiper,sat_p0.005,4,topological_nominal_progress_exceptions,552.0,1.0,0.008605072463768116,1.0005421257568,1.0117977878439082,19.8,4.95,0.029499736085860068,4905.87483048439,0.0,7.55,0.0,0.25,8.25,223.85,5.933333333333334,0.00029736159169550173,0.08484848484848485,1.0,0.0,,,,,,0.0
kuiper,sat_p0.005,4,topological_nominal_progress_repair,552.0,0.9935084541062802,0.0045281872055918555,1.0001786338313041,1.0111885036936894,19.8,4.95,0.029499736085860068,4460.5862701622145,0.0,7.55,0.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.006491545893719808
kuiper,sat_p0.005,4,topological_nominal_progress_repair_exceptions,552.0,1.0,0.008605072463768116,1.0005421257568,1.0117977878439082,19.8,4.95,0.029499736085860068,4851.749345846474,0.0,7.55,0.0,0.25,8.25,223.85,5.933333333333334,0.00029736159169550173,0.08484848484848485,1.0,0.0,,,,,,0.0
kuiper,sat_p0.005,4,topological_observed,552.0,1.0,0.002113526570048309,1.0000509096115586,1.0111162630295907,19.8,4.95,0.029499736085860068,4361.996599007398,0.0,,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.005,4,topological_observed_progress,552.0,1.0,0.002113526570048309,1.0000509096115586,1.0111162630295907,19.8,4.95,0.029499736085860068,4371.214485478898,0.0,-118.8,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.005,5,dra,552.0,0.9678140096618357,0.27687652087103015,1.0347940868944214,1.000008228074189,26.266666666666666,6.566666666666666,0.02944108849920826,1286.4560133777559,17.766666666666666,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.03218599033816427
kuiper,sat_p0.005,5,explicit_r1,552.0,1.0,0.0,1.0,1.010900088245367,26.266666666666666,6.566666666666666,0.7741334819072195,4264.680294599384,0.0,,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.005,5,explicit_r15,552.0,0.9896437198067632,0.5483418250602556,1.3111507357606744,1.2756992838620906,26.266666666666666,6.566666666666666,0.707876370887338,877.3370636006197,0.0,,,,,,,,,,,0.0,0.06705539358600583,0.9329446064139941,0.0,0.0,0.010356280193236755
kuiper,sat_p0.005,5,link_state,552.0,1.0,0.0,1.0,1.010900088245367,26.266666666666666,6.566666666666666,32.33044982698962,7479.172932015111,0.0,,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.005,5,topological_nominal,552.0,0.9901570048309178,0.010520217112886504,1.0009512990183946,1.012462175176069,26.266666666666666,6.566666666666666,0.02944108849920826,4266.058599172781,5.433333333333334,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.009842995169082158
kuiper,sat_p0.005,5,topological_nominal_progress,552.0,0.982518115942029,0.007774807166343997,1.0003045642722037,1.011312703054575,26.266666666666666,6.566666666666666,0.02944108849920826,4425.926787747691,0.0,15.1,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.01748188405797102
kuiper,sat_p0.005,5,topological_nominal_progress_exceptions,552.0,1.0,0.013919082125603865,1.0011601138902755,1.0126798897051532,26.266666666666666,6.566666666666666,0.02944108849920826,4828.746158753832,0.0,15.1,0.0,0.4,17.466666666666665,586.7333333333333,11.033333333333333,0.0006295655517108804,0.13549618320610687,1.0,0.0,,,,,,0.0
kuiper,sat_p0.005,5,topological_nominal_progress_repair,552.0,0.982518115942029,0.007774807166343997,1.0003045642722037,1.011312703054575,26.266666666666666,6.566666666666666,0.02944108849920826,4508.078632038087,0.0,15.1,0.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.01748188405797102
kuiper,sat_p0.005,5,topological_nominal_progress_repair_exceptions,552.0,1.0,0.013919082125603865,1.0011601138902755,1.0126798897051532,26.266666666666666,6.566666666666666,0.02944108849920826,4981.8215447478,0.0,15.1,0.0,0.4,17.466666666666665,586.7333333333333,11.033333333333333,0.0006295655517108804,0.13549618320610687,1.0,0.0,,,,,,0.0
kuiper,sat_p0.005,5,topological_observed,552.0,1.0,0.003713768115942029,1.0001617113343064,1.0110532468068187,26.266666666666666,6.566666666666666,0.02944108849920826,4220.292404294014,0.0,,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.005,5,topological_observed_progress,552.0,1.0,0.003713768115942029,1.0001617113343064,1.0110532468068187,26.266666666666666,6.566666666666666,0.02944108849920826,4413.313513342291,0.0,-157.6,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.01,1,dra,552.0,0.9346014492753624,0.2736964528009304,1.0340788707906625,1.0000352534243229,53.733333333333334,13.433333333333334,0.02932379332590464,1132.8009395549695,36.1,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.06539855072463763
kuiper,sat_p0.01,1,explicit_r1,552.0,1.0,0.0,1.0,1.0107345011955824,53.733333333333334,13.433333333333334,0.7722567591343616,4097.085280623287,0.0,,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.01,1,explicit_r15,552.0,0.9873490338164251,0.5489434573866243,1.3098508286235753,1.2756384893141297,53.733333333333334,13.433333333333334,0.7045921060348366,852.6578820000092,0.0,,,,,,,,,,,0.0,0.16467780429594273,0.8353221957040573,0.0,0.0,0.012650966183574863
kuiper,sat_p0.01,1,link_state,552.0,1.0,0.0,1.0,1.0107345011955824,53.733333333333334,13.433333333333334,32.04058412996305,8262.705402821302,0.0,,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.01,1,topological_nominal,552.0,0.9723429951690822,0.020680660787479817,1.0016093236433,1.0133680906071056,53.733333333333334,13.433333333333334,0.02932379332590464,4438.086828092734,15.266666666666667,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.02765700483091782
kuiper,sat_p0.01,1,topological_nominal_progress,552.0,0.9657004830917875,0.01694597298649325,1.0007185324175916,1.0117939079447287,53.733333333333334,13.433333333333334,0.02932379332590464,4404.0464249749975,0.0,32.666666666666664,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.034299516908212535
kuiper,sat_p0.01,1,topological_nominal_progress_exceptions,552.0,1.0,0.02877415458937198,1.002371740420536,1.0145658986330202,53.733333333333334,13.433333333333334,0.02932379332590464,4922.817779673885,0.0,32.666666666666664,0.0,0.6166666666666667,38.733333333333334,1066.25,20.75,0.0013960976547481739,0.1566265060240964,1.0,0.0,,,,,,0.0
kuiper,sat_p0.01,1,topological_nominal_progress_repair,552.0,0.9657004830917875,0.01694597298649325,1.0007185324175916,1.0117939079447287,53.733333333333334,13.433333333333334,0.02932379332590464,4391.329587964962,0.0,32.666666666666664,0.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.034299516908212535
kuiper,sat_p0.01,1,topological_nominal_progress_repair_exceptions,552.0,1.0,0.02877415458937198,1.002371740420536,1.0145658986330202,53.733333333333334,13.433333333333334,0.02932379332590464,4911.8129725568,0.0,32.666666666666664,0.0,0.6166666666666667,38.733333333333334,1066.25,20.75,0.0013960976547481739,0.1566265060240964,1.0,0.0,,,,,,0.0
kuiper,sat_p0.01,1,topological_observed,552.0,1.0,0.009722222222222222,1.0006009960503766,1.0113652029291127,53.733333333333334,13.433333333333334,0.02932379332590464,4642.441812995821,0.0,,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.01,1,topological_observed_progress,552.0,1.0,0.009722222222222222,1.0006009960503766,1.0113652029291127,53.733333333333334,13.433333333333334,0.02932379332590464,4353.103988276173,0.0,-322.4,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.01,2,dra,552.0,0.9365338164251208,0.2702624282674576,1.0341824099500416,1.0000101404455752,64.2,16.183333333333334,0.029323793325904637,1121.6344937992592,35.03333333333333,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.06346618357487921
kuiper,sat_p0.01,2,explicit_r1,552.0,1.0,0.0,1.0,1.0107910164606313,64.2,16.183333333333334,0.7705559791214592,4089.3672555685043,0.0,,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.01,2,explicit_r15,552.0,0.9881340579710145,0.5443212026766889,1.3113091750379426,1.276637752923791,64.2,16.183333333333334,0.7049439915547475,932.2253361344337,0.0,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.011865942028985499
kuiper,sat_p0.01,2,link_state,552.0,1.0,0.0,1.0,1.0107910164606313,64.2,16.183333333333334,31.894712920063338,7607.505831650148,0.0,,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.01,2,topological_nominal,552.0,0.9810386473429952,0.021789979071771513,1.0019619552255137,1.0134718261674638,64.2,16.183333333333334,0.029323793325904637,4247.598770850648,10.466666666666667,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.018961352657004826
kuiper,sat_p0.01,2,topological_nominal_progress,552.0,0.9739734299516908,0.014601029202058404,1.0007462916757714,1.0114836216774907,64.2,16.183333333333334,0.029323793325904637,4403.973738383502,0.0,26.816666666666666,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.026026570048309217
kuiper,sat_p0.01,2,topological_nominal_progress_exceptions,552.0,1.0,0.024939613526570047,1.0021782906998185,1.0135782229176689,64.2,16.183333333333334,0.029323793325904637,4890.288667008281,0.0,26.816666666666666,0.0,0.6166666666666667,31.3,894.75,21.166666666666668,0.0011281718569780854,0.14323748668796593,1.0,0.0,,,,,,0.0
kuiper,sat_p0.01,2,topological_nominal_progress_repair,552.0,0.9739734299516908,0.014601029202058404,1.0007462916757714,1.0114836216774907,64.2,16.183333333333334,0.029323793325904637,4695.190491620451,0.0,26.816666666666666,0.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.026026570048309217
kuiper,sat_p0.01,2,topological_nominal_progress_repair_exceptions,552.0,1.0,0.024939613526570047,1.0021782906998185,1.0135782229176689,64.2,16.183333333333334,0.029323793325904637,4963.185708876699,0.0,26.816666666666666,0.0,0.6166666666666667,31.3,894.75,21.166666666666668,0.0011281718569780854,0.14323748668796593,1.0,0.0,,,,,,0.0
kuiper,sat_p0.01,2,topological_observed,552.0,1.0,0.008786231884057971,1.000357028138044,1.0111301280689264,64.2,16.183333333333334,0.029323793325904637,4131.497518749286,0.0,,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.01,2,topological_observed_progress,552.0,1.0,0.008786231884057971,1.000357028138044,1.0111301280689264,64.2,16.183333333333334,0.029323793325904637,4352.023007503401,0.0,-388.4,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.01,3,dra,552.0,0.9197161835748793,0.2663405666261777,1.034748236482634,1.0000120098089604,55.46666666666667,13.866666666666667,0.029353117119230544,1170.1800031587481,44.31666666666667,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.08028381642512072
kuiper,sat_p0.01,3,explicit_r1,552.0,1.0,0.0,1.0,1.0105321864276382,55.46666666666667,13.866666666666667,0.7725499970676207,4250.250993203372,0.0,,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.01,3,explicit_r15,552.0,0.9898550724637681,0.5517325524646168,1.3137178570149142,1.278994378407615,55.46666666666667,13.866666666666667,0.706028971907806,846.7255552609762,0.0,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.010144927536231862
kuiper,sat_p0.01,3,link_state,552.0,1.0,0.0,1.0,1.0105321864276382,55.46666666666667,13.866666666666667,32.03312122456161,7485.077315413703,0.0,,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.01,3,topological_nominal,552.0,0.9737318840579711,0.020651162790697675,1.0019301120740876,1.0133577426252622,55.46666666666667,13.866666666666667,0.029353117119230544,4385.001951487114,14.5,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.026268115942028936
kuiper,sat_p0.01,3,topological_nominal_progress,552.0,0.9677536231884057,0.019842755522276302,1.0008647415513665,1.011600869613641,55.46666666666667,13.866666666666667,0.029353117119230544,4334.684333639841,0.0,26.4,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.03224637681159426
kuiper,sat_p0.01,3,topological_nominal_progress_exceptions,552.0,1.0,0.030434782608695653,1.002423722303905,1.0140513621459541,55.46666666666667,13.866666666666667,0.029353117119230544,4969.5380242230995,0.0,26.4,0.0,0.6666666666666666,29.633333333333333,967.0333333333333,20.45,0.0010680988081507112,0.10742407199100112,1.0,0.0,,,,,,0.0
kuiper,sat_p0.01,3,topological_nominal_progress_repair,552.0,0.9677536231884057,0.019842755522276302,1.0008647415513665,1.011600869613641,55.46666666666667,13.866666666666667,0.029353117119230544,4413.448794744909,0.0,26.4,0.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.03224637681159426
kuiper,sat_p0.01,3,topological_nominal_progress_repair_exceptions,552.0,1.0,0.030434782608695653,1.002423722303905,1.0140513621459541,55.46666666666667,13.866666666666667,0.029353117119230544,4860.892291615407,0.0,26.4,0.0,0.6666666666666666,29.633333333333333,967.0333333333333,20.45,0.0010680988081507112,0.10742407199100112,1.0,0.0,,,,,,0.0
kuiper,sat_p0.01,3,topological_observed,552.0,1.0,0.011443236714975845,1.0004597781765705,1.011014640085909,55.46666666666667,13.866666666666667,0.029353117119230544,4421.175298622499,0.0,,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.01,3,topological_observed_progress,552.0,1.0,0.011443236714975845,1.0004597781765705,1.011014640085909,55.46666666666667,13.866666666666667,0.029353117119230544,4267.830620675038,0.0,-332.8,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.01,4,dra,552.0,0.9554045893719807,0.27491072275068734,1.034903782552967,1.0000185146271818,38.266666666666666,9.566666666666666,0.029411764705882353,1132.750882487744,24.616666666666667,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.044595410628019305
kuiper,sat_p0.01,4,explicit_r1,552.0,1.0,0.0,1.0,1.0107898198194905,38.266666666666666,9.566666666666666,0.7716996070611695,4226.105724616597,0.0,,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.01,4,explicit_r15,552.0,0.9910326086956521,0.5480912774578801,1.310564503665833,1.2759184202934377,38.266666666666666,9.566666666666666,0.7067913905342794,844.9504125552872,0.0,,,,,,,,,,,0.0,0.23232323232323232,0.7676767676767676,0.0,0.0,0.008967391304347871
kuiper,sat_p0.01,4,link_state,552.0,1.0,0.0,1.0,1.0107898198194905,38.266666666666666,9.566666666666666,32.17768752565832,8187.468377314508,0.0,,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.01,4,topological_nominal,552.0,0.9789251207729469,0.012738264141632224,1.001217808403891,1.012558710339436,38.266666666666666,9.566666666666666,0.029411764705882353,4281.4546423653765,11.633333333333333,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.02107487922705309
kuiper,sat_p0.01,4,topological_nominal_progress,552.0,0.9769021739130435,0.011404728789986092,1.0005114220467584,1.011424883295747,38.266666666666666,9.566666666666666,0.029411764705882353,4388.985278860976,0.0,18.6,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.02309782608695654
kuiper,sat_p0.01,4,topological_nominal_progress_exceptions,552.0,1.0,0.01956521739130435,1.0018411537617844,1.0135542197054355,38.266666666666666,9.566666666666666,0.029411764705882353,4870.571818357955,0.0,18.6,0.0,0.55,21.433333333333334,678.9833333333333,14.3,0.0007725394079200308,0.1321928460342146,1.0,0.0,,,,,,0.0
kuiper,sat_p0.01,4,topological_nominal_progress_repair,552.0,0.9769021739130435,0.011404728789986092,1.0005114220467584,1.011424883295747,38.266666666666666,9.566666666666666,0.029411764705882353,4424.113320993881,0.0,18.6,0.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.02309782608695654
kuiper,sat_p0.01,4,topological_nominal_progress_repair_exceptions,552.0,1.0,0.01956521739130435,1.0018411537617844,1.0135542197054355,38.266666666666666,9.566666666666666,0.029411764705882353,4908.033075773467,0.0,18.6,0.0,0.55,21.433333333333334,678.9833333333333,14.3,0.0007725394079200308,0.1321928460342146,1.0,0.0,,,,,,0.0
kuiper,sat_p0.01,4,topological_observed,552.0,1.0,0.007155797101449275,1.0003186734680722,1.010979521058165,38.266666666666666,9.566666666666666,0.029411764705882353,4353.164108718435,0.0,,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.01,4,topological_observed_progress,552.0,1.0,0.007155797101449275,1.0003186734680722,1.010979521058165,38.266666666666666,9.566666666666666,0.029411764705882353,4328.980652336031,0.0,-229.6,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.01,5,dra,552.0,0.9295893719806764,0.2736455761985189,1.0348513487610496,1.0000124106852664,47.65,11.916666666666666,0.029294469532578735,1154.9067937458556,38.86666666666667,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.07041062801932363
kuiper,sat_p0.01,5,explicit_r1,552.0,1.0,0.0,1.0,1.0106881566451476,47.65,11.916666666666666,0.7714356929212363,4426.452980128427,0.0,,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.01,5,explicit_r15,552.0,0.9772644927536231,0.5438872926128464,1.3065540999824239,1.2726255448883839,47.65,11.916666666666666,0.7028033546419564,906.7801774479449,0.0,,,,,,,,,,,0.0,0.18326693227091634,0.8167330677290837,0.0,0.0,0.02273550724637685
kuiper,sat_p0.01,5,link_state,552.0,1.0,0.0,1.0,1.0106881566451476,47.65,11.916666666666666,32.053647879889745,7359.769930473219,0.0,,,,,,,,,,,,,,,,0.0
kuiper,sat_p0.01,5,topological_nominal,552.0,0.974909420289855,0.015423209142432408,1.001603624888457,1.0130011336011646,47.65,11.916666666666666,0.029294469532578735,4191.383522221197,13.85,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.025090579710144945
kuiper,sat_p0.01,5,topological_nominal_progress,552.0,0.9670893719806763,0.013175148298470184,1.0006267754006943,1.0112936165221331,47.65,11.916666666666666,0.029294469532578735,4389.608443249017,0.0,25.683333333333334,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.03291062801932365
kuiper,sat_p0.01,5,topological_nominal_progress_exceptions,552.0,1.0,0.02346014492753623,1.0022891554977607,1.0139880073528358,47.65,11.916666666666666,0.029294469532578735,5262.33290626357,0.0,25.683333333333334,0.0,0.6,29.216666666666665,966.95,18.183333333333334,0.0010530805459438677,0.12036508841985168,1.0,0.0,,,,,,0.0
