constellation,condition,seed,variant,deliverable_per_snapshot,delivery_rate,non_optimal_egress_rate,stretch_dist_shared,stretch_hop_shared,isls_removed_per_snapshot,satellites_down_per_snapshot,fstate_updates_per_snapshot,compute_time_ms,loop_pairs_per_snapshot,live_minima_per_snapshot,detour_entries_per_snapshot,failure_events_per_snapshot,exception_entries_per_snapshot,exception_entries_one_pass_per_snapshot,exception_satellites_per_snapshot,exception_share_of_link_state,exception_hops_to_failure_mean,exception_hops_to_failure_max,exception_unresolved_total,failure_share_loop,failure_share_dead_end,failure_share_link_down,failure_share_hop_limit,failure_share_egress_lost,delivery_gap_vs_link_state
kuiper,isl_p0.01,2,topological_observed,552.0,1.0,0.007065217391304348,1.0003897591235824,1.0113908650474948,24.116666666666667,0.0,0.029558383672511877,4305.77785562103,0.0,,,,,,,,,,,,,,,,0.0
kuiper,isl_p0.01,2,topological_observed_progress,552.0,1.0,0.007065217391304348,1.0003897591235824,1.0113908650474948,24.116666666666667,0.0,0.029558383672511877,4329.568324517459,0.0,0.0,,,,,,,,,,,,,,,0.0
kuiper,isl_p0.01,3,dra,552.0,0.9458333333333333,0.27386196769456683,1.034291381018247,1.000028198542486,19.933333333333334,0.0,0.029558383672511877,1156.9634646177292,29.9,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.054166666666666696
kuiper,isl_p0.01,3,explicit_r1,552.0,1.0,0.0,1.0,1.010848116575095,19.933333333333334,0.0,0.7767872852032139,4262.714685841153,0.0,,,,,,,,,,,,,,,,0.0
kuiper,isl_p0.01,3,explicit_r15,552.0,0.9449275362318841,0.5348287321063395,1.3084623209441204,1.2740128818218093,19.933333333333334,0.0,0.7111606357398392,934.1532802830139,0.0,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.05507246376811592
kuiper,isl_p0.01,3,link_state,552.0,1.0,0.0,1.0,1.010848116575095,19.933333333333334,0.0,32.66267374347546,8663.549136184156,0.0,,,,,,,,,,,,,,,,0.0
kuiper,isl_p0.01,3,topological_nominal,552.0,0.9817028985507247,0.015316479055176233,1.0014271028667132,1.012960569193221,19.933333333333334,0.0,0.029558383672511877,4373.216437300046,10.1,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.01829710144927532
kuiper,isl_p0.01,3,topological_nominal_progress,552.0,0.9772946859903382,0.012574147305981217,1.00050628838858,1.011594859602527,19.933333333333334,0.0,0.029558383672511877,4367.488963187982,0.0,19.516666666666666,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.022705314009661803
kuiper,isl_p0.01,3,topological_nominal_progress_exceptions,552.0,1.0,0.019867149758454106,1.0018177432724438,1.0135340875485417,19.933333333333334,0.0,0.029558383672511877,4948.742902372032,0.0,19.516666666666666,0.0,4.366666666666666,22.966666666666665,665.1,15.783333333333333,0.0008278066128412149,0.15021770682148042,1.0,0.0,,,,,,0.0
kuiper,isl_p0.01,3,topological_nominal_progress_repair,552.0,1.0,0.02004830917874396,1.0033149695528205,1.0156666314320948,19.933333333333334,0.0,0.029558383672511877,4530.669779796153,0.0,0.0,34.55,,,,,,,,,,,,,,0.0
