time_index,time_since_epoch_ns,gs_handover_rate,gs_renumber_count,gs_renumber_rate,sat_gs_churn,sat_gs_break_rate,gs_gs_churn,gs_gs_break_rate,sat_fstate_updates_add_mean,sat_fstate_updates_add_p95,sat_fstate_updates_delete_mean,sat_fstate_updates_delete_p95,sat_fstate_updates_modify_mean,sat_fstate_updates_modify_p95,sat_fstate_updates_total_mean,sat_fstate_updates_total_p95,sat_fstate_updates_touched_satellite_count,sat_fstate_updates_touched_satellite_rate
1,60000000000,0.7916666666666666,19.0,0.7916666666666666,0.045612373737373736,0.0,0.7789855072463768,0.0,0.011994949494949494,0.0,0.011994949494949494,0.0,0.0,0.0,0.023989898989898988,0.0,37.0,0.02335858585858586
2,120000000000,0.75,18.0,0.75,0.04553345959595959,0.0,0.7373188405797102,0.0,0.011363636363636364,0.0,0.011363636363636364,0.0,0.0,0.0,0.022727272727272728,0.0,34.0,0.021464646464646464
3,180000000000,0.875,21.0,0.875,0.04461279461279461,0.0,0.8659420289855072,0.0,0.013257575757575758,0.0,0.013257575757575758,0.0,0.0,0.0,0.026515151515151516,0.0,41.0,0.025883838383838384
4,240000000000,0.8333333333333334,20.0,0.8333333333333334,0.04245580808080808,0.0,0.8242753623188406,0.0,0.012626262626262626,0.0,0.012626262626262626,0.0,0.0,0.0,0.025252525252525252,0.0,40.0,0.025252525252525252
5,300000000000,0.8333333333333334,20.0,0.8333333333333334,0.046743476430976434,0.0,0.822463768115942,0.0,0.012626262626262626,0.0,0.012626262626262626,0.0,0.0,0.0,0.025252525252525252,0.0,39.0,0.02462121212121212
6,360000000000,0.6666666666666666,16.0,0.6666666666666666,0.04434974747474747,0.0,0.6594202898550725,0.0,0.010101010101010102,0.0,0.010101010101010102,0.0,0.0,0.0,0.020202020202020204,0.0,31.0,0.019570707070707072
7,420000000000,0.75,18.0,0.75,0.04529671717171717,0.0,0.75,0.0,0.011363636363636364,0.0,0.011363636363636364,0.0,0.0,0.0,0.022727272727272728,0.0,36.0,0.022727272727272728
8,480000000000,0.9583333333333334,23.0,0.9583333333333334,0.04240319865319865,0.0,0.9420289855072463,0.0,0.01452020202020202,0.0,0.01452020202020202,0.0,0.0,0.0,0.02904040404040404,0.0,45.0,0.028409090909090908
9,540000000000,0.7916666666666666,19.0,0.7916666666666666,0.04637521043771044,0.0,0.7771739130434783,0.0,0.011994949494949494,0.0,0.011994949494949494,0.0,0.0,0.0,0.023989898989898988,0.0,37.0,0.02335858585858586
10,600000000000,0.8333333333333334,20.0,0.8333333333333334,0.04776936026936027,0.0,0.8242753623188406,0.0,0.012626262626262626,0.0,0.012626262626262626,0.0,0.0,0.0,0.025252525252525252,0.0,39.0,0.02462121212121212
11,660000000000,0.7916666666666666,19.0,0.7916666666666666,0.04790088383838384,0.0,0.7880434782608695,0.0,0.011994949494949494,0.0,0.011994949494949494,0.0,0.0,0.0,0.023989898989898988,0.0,38.0,0.023989898989898988
12,720000000000,0.875,21.0,0.875,0.04219276094276094,0.0,0.8623188405797102,0.0,0.013257575757575758,0.0,0.013257575757575758,0.0,0.0,0.0,0.026515151515151516,0.0,41.0,0.025883838383838384
13,780000000000,0.75,18.0,0.75,0.045770202020202023,0.0,0.7427536231884058,0.0,0.011363636363636364,0.0,0.011363636363636364,0.0,0.0,0.0,0.022727272727272728,0.0,35.0,0.022095959595959596
14,840000000000,0.9166666666666666,22.0,0.9166666666666666,0.04887415824915825,0.0,0.907608695652174,0.0,0.013888888888888888,0.0,0.013888888888888888,0.0,0.0,0.0,0.027777777777777776,0.0,43.0,0.027146464646464648
15,900000000000,0.7916666666666666,19.0,0.7916666666666666,0.04845328282828283,0.0,0.782608695652174,0.0,0.011994949494949494,0.0,0.011994949494949494,0.0,0.0,0.0,0.023989898989898988,0.0,38.0,0.023989898989898988
16,960000000000,0.8333333333333334,20.0,0.8333333333333334,0.042061237373737376,0.0,0.8242753623188406,0.0,0.012626262626262626,0.0,0.012626262626262626,0.0,0.0,0.0,0.025252525252525252,0.0,39.0,0.02462121212121212
17,1020000000000,0.7083333333333334,17.0,0.7083333333333334,0.04853219696969697,0.0,0.7065217391304348,0.0,0.010732323232323232,0.0,0.010732323232323232,0.0,0.0,0.0,0.021464646464646464,0.0,33.0,0.020833333333333332
18,1080000000000,0.8333333333333334,20.0,0.8333333333333334,0.047006523569023566,0.0,0.8260869565217391,0.0,0.012626262626262626,0.0,0.012626262626262626,0.0,0.0,0.0,0.025252525252525252,0.0,40.0,0.025252525252525252
19,1140000000000,0.7916666666666666,19.0,0.7916666666666666,0.04537563131313131,0.0,0.782608695652174,0.0,0.011994949494949494,0.0,0.011994949494949494,0.0,0.0,0.0,0.023989898989898988,0.0,38.0,0.023989898989898988
20,1200000000000,0.8333333333333334,20.0,0.8333333333333334,0.044481271043771045,0.0,0.8242753623188406,0.0,0.012626262626262626,0.0,0.012626262626262626,0.0,0.0,0.0,0.025252525252525252,0.0,39.0,0.02462121212121212
21,1260000000000,0.8333333333333334,20.0,0.8333333333333334,0.04811132154882155,0.0,0.8260869565217391,0.0,0.012626262626262626,0.0,0.012626262626262626,0.0,0.0,0.0,0.025252525252525252,0.0,40.0,0.025252525252525252
22,1320000000000,0.7083333333333334,17.0,0.7083333333333334,0.046875,0.0,0.7083333333333334,0.0,0.010732323232323232,0.0,0.010732323232323232,0.0,0.0,0.0,0.021464646464646464,0.0,34.0,0.021464646464646464
23,1380000000000,0.7916666666666666,19.0,0.7916666666666666,0.048242845117845115,0.0,0.7807971014492754,0.0,0.011994949494949494,0.0,0.011994949494949494,0.0,0.0,0.0,0.023989898989898988,0.0,38.0,0.023989898989898988
24,1440000000000,0.7916666666666666,19.0,0.7916666666666666,0.045507154882154885,0.0,0.7880434782608695,0.0,0.011994949494949494,0.0,0.011994949494949494,0.0,0.0,0.0,0.023989898989898988,0.0,38.0,0.023989898989898988
25,1500000000000,0.9166666666666666,22.0,0.9166666666666666,0.046848695286195285,0.0,0.9112318840579711,0.0,0.013888888888888888,0.0,0.013888888888888888,0.0,0.0,0.0,0.027777777777777776,0.0,44.0,0.027777777777777776
26,1560000000000,0.75,18.0,0.75,0.050715488215488214,0.0,0.7355072463768116,0.0,0.011363636363636364,0.0,0.011363636363636364,0.0,0.0,0.0,0.022727272727272728,0.0,36.0,0.022727272727272728
27,1620000000000,0.8333333333333334,20.0,0.8333333333333334,0.04658564814814815,0.0,0.822463768115942,0.0,0.012626262626262626,0.0,0.012626262626262626,0.0,0.0,0.0,0.025252525252525252,0.0,40.0,0.025252525252525252
28,1680000000000,0.7916666666666666,19.0,0.7916666666666666,0.0451651936026936,0.0,0.7916666666666666,0.0,0.011994949494949494,0.0,0.011994949494949494,0.0,0.0,0.0,0.023989898989898988,0.0,38.0,0.023989898989898988
29,1740000000000,0.8333333333333334,20.0,0.8333333333333334,0.045717592592592594,0.0,0.822463768115942,0.0,0.012626262626262626,0.0,0.012626262626262626,0.0,0.0,0.0,0.025252525252525252,0.0,40.0,0.025252525252525252
30,1800000000000,0.8333333333333334,20.0,0.8333333333333334,0.04769044612794613,0.0,0.8170289855072463,0.0,0.012626262626262626,0.0,0.012626262626262626,0.0,0.0,0.0,0.025252525252525252,0.0,40.0,0.025252525252525252
31,1860000000000,0.7916666666666666,19.0,0.7916666666666666,0.046953914141414144,0.0,0.7880434782608695,0.0,0.011994949494949494,0.0,0.011994949494949494,0.0,0.0,0.0,0.023989898989898988,0.0,38.0,0.023989898989898988
32,1920000000000,0.9166666666666666,22.0,0.9166666666666666,0.044086700336700334,0.0,0.9112318840579711,0.0,0.013888888888888888,0.0,0.013888888888888888,0.0,0.0,0.0,0.027777777777777776,0.0,44.0,0.027777777777777776
33,1980000000000,0.75,18.0,0.75,0.04553345959595959,0.0,0.7445652173913043,0.0,0.011363636363636364,0.0,0.011363636363636364,0.0,0.0,0.0,0.022727272727272728,0.0,36.0,0.022727272727272728
34,2040000000000,0.75,18.0,0.75,0.04861111111111111,0.0,0.7481884057971014,0.0,0.011363636363636364,0.0,0.011363636363636364,0.0,0.0,0.0,0.022727272727272728,0.0,36.0,0.022727272727272728
35,2100000000000,0.8333333333333334,20.0,0.8333333333333334,0.04456018518518518,0.0,0.8278985507246377,0.0,0.012626262626262626,0.0,0.012626262626262626,0.0,0.0,0.0,0.025252525252525252,0.0,40.0,0.025252525252525252
36,2160000000000,1.0,24.0,1.0,0.04503367003367004,0.0,0.9855072463768116,0.0,0.015151515151515152,0.0,0.015151515151515152,0.0,0.0,0.0,0.030303030303030304,0.0,48.0,0.030303030303030304
37,2220000000000,0.7083333333333334,17.0,0.7083333333333334,0.04761153198653199,0.0,0.697463768115942,0.0,0.010732323232323232,0.0,0.010732323232323232,0.0,0.0,0.0,0.021464646464646464,0.0,34.0,0.021464646464646464
38,2280000000000,0.7916666666666666,19.0,0.7916666666666666,0.046848695286195285,0.0,0.7898550724637681,0.0,0.011994949494949494,0.0,0.011994949494949494,0.0,0.0,0.0,0.023989898989898988,0.0,38.0,0.023989898989898988
39,2340000000000,0.8333333333333334,20.0,0.8333333333333334,0.04471801346801347,0.0,0.8278985507246377,0.0,0.012626262626262626,0.0,0.012626262626262626,0.0,0.0,0.0,0.025252525252525252,0.0,40.0,0.025252525252525252
40,2400000000000,0.875,21.0,0.875,0.04492845117845118,0.0,0.8695652173913043,0.0,0.013257575757575758,0.0,0.013257575757575758,0.0,0.0,0.0,0.026515151515151516,0.0,42.0,0.026515151515151516
41,2460000000000,0.7916666666666666,19.0,0.7916666666666666,0.04616477272727273,0.0,0.7753623188405797,0.0,0.011994949494949494,0.0,0.011994949494949494,0.0,0.0,0.0,0.023989898989898988,0.0,38.0,0.023989898989898988
