time_index,time_since_epoch_ns,gs_handover_rate,gs_renumber_count,gs_renumber_rate,sat_gs_churn,sat_gs_break_rate,gs_gs_churn,gs_gs_break_rate,sat_fstate_updates_add_mean,sat_fstate_updates_add_p95,sat_fstate_updates_delete_mean,sat_fstate_updates_delete_p95,sat_fstate_updates_modify_mean,sat_fstate_updates_modify_p95,sat_fstate_updates_total_mean,sat_fstate_updates_total_p95,sat_fstate_updates_touched_satellite_count,sat_fstate_updates_touched_satellite_rate
1,10000200000,0.08333333333333333,2.0,0.08333333333333333,0.06861348528015195,0.0,0.1105072463768116,0.0,2.0,2.0,1.002849002849003,1.0,0.5669515669515669,5.0,3.5698005698005697,8.0,351.0,1.0
2,20000400000,0.041666666666666664,1.0,0.041666666666666664,0.028964862298195632,0.0,0.06702898550724638,0.0,1.0,1.0,1.0,1.0,0.002849002849002849,0.0,2.0028490028490027,2.0,351.0,1.0
3,30000600000,0.0,0.0,0.0,0.0005935422602089269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014245014245014245,0.0,0.014245014245014245,0.0,5.0,0.014245014245014245
4,40000800000,0.041666666666666664,1.0,0.041666666666666664,0.024810066476733145,0.0,0.04710144927536232,0.0,1.0,1.0,1.0,1.0,0.05698005698005698,0.0,2.056980056980057,2.0,351.0,1.0
5,50001000000,0.08333333333333333,2.0,0.08333333333333333,0.04677113010446344,0.0,0.1105072463768116,0.0,0.005698005698005698,0.0,2.0,2.0,0.05982905982905983,0.0,2.0655270655270654,2.0,351.0,1.0
6,60001200000,0.08333333333333333,2.0,0.08333333333333333,0.015788224121557455,0.0,0.10326086956521739,0.0,2.0,2.0,2.0,2.0,0.037037037037037035,0.0,4.037037037037037,4.0,351.0,1.0
7,70001400000,0.041666666666666664,1.0,0.041666666666666664,0.01638176638176638,0.0,0.04528985507246377,0.0,1.0,1.0,1.0,1.0,0.02564102564102564,0.0,2.0256410256410255,2.0,351.0,1.0
8,80001600000,0.08333333333333333,2.0,0.08333333333333333,0.07775403608736942,0.0,0.15760869565217392,0.0,2.0,2.0,2.0,2.0,0.019943019943019943,0.0,4.01994301994302,4.0,351.0,1.0
9,90001800000,0.0,0.0,0.0,0.000949667616334283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019943019943019943,0.0,0.019943019943019943,0.0,5.0,0.014245014245014245
10,100002000000,0.0,0.0,0.0,0.0011870845204178537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,3.0,0.008547008547008548
11,110002200000,0.041666666666666664,1.0,0.041666666666666664,0.011633428300094967,0.0,0.059782608695652176,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,351.0,1.0
12,120002400000,0.2916666666666667,7.0,0.2916666666666667,0.23100664767331433,0.0,0.44565217391304346,0.0,4.0085470085470085,4.0,4.0085470085470085,4.0,0.6068376068376068,4.0,8.623931623931623,12.0,351.0,1.0
13,130002600000,0.041666666666666664,1.0,0.041666666666666664,0.04724596391263058,0.0,0.09601449275362318,0.0,0.002849002849002849,0.0,0.002849002849002849,0.0,0.5897435897435898,3.0,0.5954415954415955,3.0,95.0,0.2706552706552707
14,140002800000,0.08333333333333333,2.0,0.08333333333333333,0.047839506172839504,0.0,0.11956521739130435,0.0,1.002849002849003,1.0,2.0,2.0,0.039886039886039885,0.0,3.0427350427350426,3.0,351.0,1.0
15,150003000000,0.0,0.0,0.0,0.0007122507122507123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017094017094017096,0.0,0.017094017094017096,0.0,6.0,0.017094017094017096
16,160003200000,0.08333333333333333,2.0,0.08333333333333333,0.05531813865147198,0.0,0.13405797101449277,0.0,2.0,2.0,2.0,2.0,0.03418803418803419,0.0,4.034188034188034,4.0,351.0,1.0
17,170003400000,0.0,0.0,0.0,0.0011870845204178537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022792022792022793,0.0,0.022792022792022793,0.0,5.0,0.014245014245014245
18,180003600000,0.041666666666666664,1.0,0.041666666666666664,0.032526115859449194,0.0,0.07608695652173914,0.0,1.0,1.0,1.0,1.0,0.017094017094017096,0.0,2.017094017094017,2.0,351.0,1.0
19,190003800000,0.041666666666666664,1.0,0.041666666666666664,0.001899335232668566,0.0,0.04528985507246377,0.0,1.0,1.0,0.002849002849002849,0.0,0.005698005698005698,0.0,1.0085470085470085,1.0,351.0,1.0
20,200004000000,0.041666666666666664,1.0,0.041666666666666664,0.023741690408357077,0.0,0.059782608695652176,0.0,1.0,1.0,0.002849002849002849,0.0,0.02564102564102564,0.0,1.0284900284900285,1.0,351.0,1.0
21,210004200000,0.08333333333333333,2.0,0.08333333333333333,0.03311965811965812,0.0,0.10869565217391304,0.0,2.0,2.0,1.002849002849003,1.0,0.0,0.0,3.0028490028490027,3.0,351.0,1.0
22,220004400000,0.041666666666666664,1.0,0.041666666666666664,0.02255460588793922,0.0,0.05615942028985507,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,351.0,1.0
23,230004600000,0.20833333333333334,5.0,0.20833333333333334,0.12286324786324786,0.0,0.3079710144927536,0.0,4.002849002849003,4.0,5.0,5.0,0.0,0.0,9.002849002849002,9.0,351.0,1.0
24,240004800000,0.16666666666666666,4.0,0.16666666666666666,0.1671415004748338,0.0,0.2554347826086957,0.0,3.0028490028490027,3.0,4.0,4.0,1.2735042735042734,11.0,8.276353276353277,18.0,351.0,1.0
25,250005000000,0.041666666666666664,1.0,0.041666666666666664,0.035256410256410256,0.0,0.07971014492753623,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,351.0,1.0
26,260005200000,0.041666666666666664,1.0,0.041666666666666664,0.035256410256410256,0.0,0.07971014492753623,0.0,1.0,1.0,1.0,1.0,0.005698005698005698,0.0,2.005698005698006,2.0,351.0,1.0
27,270005400000,0.08333333333333333,2.0,0.08333333333333333,0.013176638176638177,0.0,0.09963768115942029,0.0,2.0,2.0,2.0,2.0,0.014245014245014245,0.0,4.014245014245014,4.0,351.0,1.0
28,280005600000,0.041666666666666664,1.0,0.041666666666666664,0.013414055080721748,0.0,0.04891304347826087,0.0,1.0,1.0,1.0,1.0,0.042735042735042736,0.0,2.0427350427350426,2.0,351.0,1.0
29,290005800000,0.0,0.0,0.0,0.0015432098765432098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03418803418803419,0.0,0.03418803418803419,0.0,6.0,0.017094017094017096
30,300006000000,0.041666666666666664,1.0,0.041666666666666664,0.032526115859449194,0.0,0.07608695652173914,0.0,1.0,1.0,1.0,1.0,0.019943019943019943,0.0,2.0199430199430197,2.0,351.0,1.0
31,310006200000,0.0,0.0,0.0,0.0013057929724596391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02849002849002849,0.0,0.02849002849002849,0.0,6.0,0.017094017094017096
32,320006400000,0.0,0.0,0.0,0.0010683760683760685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,4.0,0.011396011396011397
33,330006600000,0.041666666666666664,1.0,0.041666666666666664,0.03323836657169991,0.0,0.07608695652173914,0.0,1.0,1.0,0.002849002849002849,0.0,0.03133903133903134,0.0,1.0341880341880343,1.0,351.0,1.0
34,340006800000,0.08333333333333333,2.0,0.08333333333333333,0.05080721747388414,0.0,0.125,0.0,1.002849002849003,1.0,2.0,2.0,0.017094017094017096,0.0,3.0199430199430197,3.0,351.0,1.0
35,350007000000,0.08333333333333333,2.0,0.08333333333333333,0.0300332383665717,0.0,0.09963768115942029,0.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,351.0,1.0
36,360007200000,0.25,6.0,0.25,0.21616809116809116,0.0,0.427536231884058,0.0,3.0085470085470085,3.0,3.0085470085470085,3.0,1.0455840455840455,5.0,7.062678062678063,11.0,351.0,1.0
37,370007400000,0.125,3.0,0.125,0.11502849002849003,0.0,0.2246376811594203,0.0,2.0028490028490027,2.0,1.0056980056980056,1.0,0.21652421652421652,1.0,3.225071225071225,4.0,351.0,1.0
38,380007600000,0.041666666666666664,1.0,0.041666666666666664,0.030982905982905984,0.0,0.07246376811594203,0.0,1.0,1.0,1.0,1.0,0.03418803418803419,0.0,2.034188034188034,2.0,351.0,1.0
39,390007800000,0.0,0.0,0.0,0.0015432098765432098,0.0,0.0018115942028985507,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.037037037037037035,0.0,10.0,0.02849002849002849
40,400008000000,0.0,0.0,0.0,0.0017806267806267807,0.0,0.005434782608695652,0.0,0.0,0.0,0.0,0.0,0.039886039886039885,0.0,0.039886039886039885,0.0,12.0,0.03418803418803419
41,410008200000,0.08333333333333333,2.0,0.08333333333333333,0.041429249762583095,0.0,0.125,0.0,2.0,2.0,2.0,2.0,0.011396011396011397,0.0,4.011396011396012,4.0,351.0,1.0
42,420008400000,0.08333333333333333,2.0,0.08333333333333333,0.058167141500474834,0.0,0.13405797101449277,0.0,1.002849002849003,1.0,2.0,2.0,0.02564102564102564,0.0,3.0284900284900287,3.0,351.0,1.0
43,430008600000,0.0,0.0,0.0,0.0007122507122507123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014245014245014245,0.0,0.014245014245014245,0.0,3.0,0.008547008547008548
44,440008800000,0.0,0.0,0.0,0.00035612535612535614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008547008547008548,0.0,0.008547008547008548,0.0,2.0,0.005698005698005698
45,450009000000,0.041666666666666664,1.0,0.041666666666666664,0.011752136752136752,0.0,0.059782608695652176,0.0,1.0,1.0,1.0,1.0,0.002849002849002849,0.0,2.0028490028490027,2.0,351.0,1.0
46,460009200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,470009400000,0.16666666666666666,4.0,0.16666666666666666,0.12796771130104465,0.0,0.2644927536231884,0.0,4.0,4.0,3.0028490028490027,3.0,0.0,0.0,7.002849002849003,7.0,351.0,1.0
48,480009600000,0.08333333333333333,2.0,0.08333333333333333,0.12452516619183286,0.0,0.13768115942028986,0.0,2.0,2.0,2.0,2.0,1.3703703703703705,11.0,5.37037037037037,15.0,351.0,1.0
