time_index,time_since_epoch_ns,gs_handover_rate,sat_gs_churn,sat_gs_break_rate,gs_gs_churn,gs_gs_break_rate
1,60000000000,0.7916666666666666,0.10464015151515152,0.0,0.8297101449275363,0.0
2,120000000000,0.75,0.10627104377104377,0.0,0.7717391304347826,0.0
3,180000000000,0.875,0.11176872895622895,0.0,0.8913043478260869,0.0
4,240000000000,0.8333333333333334,0.12294823232323232,0.0,0.8514492753623188,0.0
5,300000000000,0.8333333333333334,0.09364478114478114,0.0,0.8677536231884058,0.0
6,360000000000,0.6666666666666666,0.08872579966329966,0.0,0.6757246376811594,0.0
7,420000000000,0.75,0.09206649831649831,0.0,0.7608695652173914,0.0
8,480000000000,0.9583333333333334,0.11445180976430977,0.0,0.9528985507246377,0.0
9,540000000000,0.7916666666666666,0.1034827441077441,0.0,0.8242753623188406,0.0
10,600000000000,0.8333333333333334,0.20170454545454544,0.0,0.855072463768116,0.0
11,660000000000,0.7916666666666666,0.09985269360269361,0.0,0.802536231884058,0.0
12,720000000000,0.875,0.12200126262626262,0.0,0.8822463768115942,0.0
13,780000000000,0.75,0.14180871212121213,0.0,0.7717391304347826,0.0
14,840000000000,0.9166666666666666,0.12647306397306396,0.0,0.9293478260869565,0.0
15,900000000000,0.7916666666666666,0.1417824074074074,0.0,0.8079710144927537,0.0
16,960000000000,0.8333333333333334,0.048085016835016835,0.0,0.8387681159420289,0.0
17,1020000000000,0.7083333333333334,0.14183501683501684,0.0,0.7318840579710145,0.0
18,1080000000000,0.8333333333333334,0.05213594276094276,0.0,0.8369565217391305,0.0
19,1140000000000,0.7916666666666666,0.11787142255892256,0.0,0.802536231884058,0.0
20,1200000000000,0.8333333333333334,0.06705071548821549,0.0,0.8315217391304348,0.0
21,1260000000000,0.8333333333333334,0.12791982323232323,0.0,0.842391304347826,0.0
22,1320000000000,0.7083333333333334,0.08007154882154882,0.0,0.7210144927536232,0.0
23,1380000000000,0.7916666666666666,0.08272832491582492,0.0,0.7898550724637681,0.0
24,1440000000000,0.7916666666666666,0.07783564814814815,0.0,0.7916666666666666,0.0
25,1500000000000,0.9166666666666666,0.11976536195286196,0.0,0.927536231884058,0.0
26,1560000000000,0.75,0.10545559764309764,0.0,0.7608695652173914,0.0
27,1620000000000,0.8333333333333334,0.0977483164983165,0.0,0.8315217391304348,0.0
28,1680000000000,0.7916666666666666,0.14596485690235692,0.0,0.8007246376811594,0.0
29,1740000000000,0.8333333333333334,0.0882260101010101,0.0,0.8478260869565217,0.0
30,1800000000000,0.8333333333333334,0.14201914983164984,0.0,0.8478260869565217,0.0
31,1860000000000,0.7916666666666666,0.11087436868686869,0.0,0.782608695652174,0.0
32,1920000000000,0.9166666666666666,0.15443497474747475,0.0,0.9239130434782609,0.0
33,1980000000000,0.75,0.08241266835016835,0.0,0.7681159420289855,0.0
34,2040000000000,0.75,0.11495159932659933,0.0,0.7753623188405797,0.0
35,2100000000000,0.8333333333333334,0.17692550505050506,0.0,0.8478260869565217,0.0
36,2160000000000,1.0,0.10064183501683502,0.0,1.0,0.0
37,2220000000000,0.7083333333333334,0.06968118686868686,0.0,0.717391304347826,0.0
38,2280000000000,0.7916666666666666,0.12018623737373738,0.0,0.8115942028985508,0.0
39,2340000000000,0.8333333333333334,0.11474116161616162,0.0,0.8405797101449275,0.0
40,2400000000000,0.875,0.12723590067340068,0.0,0.8858695652173914,0.0
41,2460000000000,0.7916666666666666,0.10603430134680135,0.0,0.8007246376811594,0.0
42,2520000000000,0.75,0.09159301346801346,0.0,0.7626811594202898,0.0
43,2580000000000,0.9166666666666666,0.16816603535353536,0.0,0.9202898550724637,0.0
44,2640000000000,0.8333333333333334,0.1758733164983165,0.0,0.8514492753623188,0.0
45,2700000000000,0.8333333333333334,0.10571864478114477,0.0,0.8442028985507246,0.0
46,2760000000000,0.7916666666666666,0.1148989898989899,0.0,0.8043478260869565,0.0
47,2820000000000,0.8333333333333334,0.07552083333333333,0.0,0.8278985507246377,0.0
48,2880000000000,0.75,0.13328598484848486,0.0,0.769927536231884,0.0
49,2940000000000,0.9166666666666666,0.09522306397306397,0.0,0.9202898550724637,0.0
50,3000000000000,0.7916666666666666,0.12684132996632996,0.0,0.7989130434782609,0.0
51,3060000000000,0.8333333333333334,0.07980850168350169,0.0,0.8405797101449275,0.0
52,3120000000000,0.7916666666666666,0.11079545454545454,0.0,0.8007246376811594,0.0
53,3180000000000,0.75,0.15133101851851852,0.0,0.7807971014492754,0.0
54,3240000000000,0.875,0.09651199494949494,0.0,0.8786231884057971,0.0
55,3300000000000,0.7083333333333334,0.06399936868686869,0.0,0.7210144927536232,0.0
56,3360000000000,0.7916666666666666,0.05931712962962963,0.0,0.7952898550724637,0.0
57,3420000000000,0.75,0.1087962962962963,0.0,0.7771739130434783,0.0
58,3480000000000,0.875,0.07249579124579125,0.0,0.875,0.0
59,3540000000000,0.75,0.08948863636363637,0.0,0.7644927536231884,0.0
60,3600000000000,0.8333333333333334,0.09830071548821549,0.0,0.8442028985507246,0.0
61,3660000000000,0.75,0.11295244107744108,0.0,0.7753623188405797,0.0
62,3720000000000,0.8333333333333334,0.07131207912457913,0.0,0.8478260869565217,0.0
63,3780000000000,0.75,0.11368897306397306,0.0,0.7663043478260869,0.0
64,3840000000000,0.75,0.09885311447811448,0.0,0.769927536231884,0.0
65,3900000000000,0.8333333333333334,0.0874631734006734,0.0,0.8442028985507246,0.0
66,3960000000000,0.7083333333333334,0.06336805555555555,0.0,0.7264492753623188,0.0
67,4020000000000,0.7916666666666666,0.1457544191919192,0.0,0.8152173913043478,0.0
68,4080000000000,0.7916666666666666,0.051373106060606064,0.0,0.7952898550724637,0.0
69,4140000000000,0.875,0.16469381313131312,0.0,0.9057971014492754,0.0
70,4200000000000,0.75,0.1240530303030303,0.0,0.7663043478260869,0.0
71,4260000000000,0.9166666666666666,0.12452651515151515,0.0,0.927536231884058,0.0
72,4320000000000,0.7916666666666666,0.13573232323232323,0.0,0.8097826086956522,0.0
73,4380000000000,0.875,0.07486321548821549,0.0,0.9003623188405797,0.0
74,4440000000000,0.75,0.1109006734006734,0.0,0.7608695652173914,0.0
75,4500000000000,0.7916666666666666,0.13302293771043772,0.0,0.8134057971014492,0.0
76,4560000000000,0.9166666666666666,0.16490425084175084,0.0,0.927536231884058,0.0
77,4620000000000,0.875,0.1282091750841751,0.0,0.894927536231884,0.0
78,4680000000000,0.7083333333333334,0.1175820707070707,0.0,0.717391304347826,0.0
79,4740000000000,0.7083333333333334,0.059895833333333336,0.0,0.7155797101449275,0.0
80,4800000000000,0.9166666666666666,0.12571022727272727,0.0,0.9239130434782609,0.0
81,4860000000000,0.75,0.1301557239057239,0.0,0.7590579710144928,0.0
82,4920000000000,0.9583333333333334,0.11153198653198654,0.0,0.9601449275362319,0.0
83,4980000000000,0.7083333333333334,0.05108375420875421,0.0,0.7155797101449275,0.0
84,5040000000000,0.7916666666666666,0.10435079966329966,0.0,0.8061594202898551,0.0
85,5100000000000,0.7916666666666666,0.09290824915824916,0.0,0.7934782608695652,0.0
86,5160000000000,0.9166666666666666,0.08919928451178451,0.0,0.9202898550724637,0.0
87,5220000000000,0.75,0.07791456228956228,0.0,0.7608695652173914,0.0
88,5280000000000,0.7916666666666666,0.11074284511784512,0.0,0.8079710144927537,0.0
89,5340000000000,0.8333333333333334,0.14535984848484848,0.0,0.8405797101449275,0.0
90,5400000000000,0.7916666666666666,0.10490319865319865,0.0,0.8115942028985508,0.0
91,5460000000000,0.7916666666666666,0.07559974747474747,0.0,0.802536231884058,0.0
92,5520000000000,0.9166666666666666,0.12920875420875422,0.0,0.9184782608695652,0.0
93,5580000000000,0.875,0.18150252525252525,0.0,0.8876811594202898,0.0
94,5640000000000,0.7083333333333334,0.14280829124579125,0.0,0.7391304347826086,0.0
95,5700000000000,0.8333333333333334,0.08096590909090909,0.0,0.8514492753623188,0.0
96,5760000000000,0.8333333333333334,0.14436026936026936,0.0,0.8351449275362319,0.0
97,5820000000000,0.9166666666666666,0.1289983164983165,0.0,0.9257246376811594,0.0
98,5880000000000,0.7916666666666666,0.13923085016835016,0.0,0.8061594202898551,0.0
99,5940000000000,0.75,0.11384680134680135,0.0,0.7789855072463768,0.0
100,6000000000000,0.9166666666666666,0.1444391835016835,0.0,0.9112318840579711,0.0
101,6060000000000,0.7916666666666666,0.08783143939393939,0.0,0.7989130434782609,0.0
102,6120000000000,0.7083333333333334,0.08704229797979798,0.0,0.7119565217391305,0.0
103,6180000000000,0.7916666666666666,0.11600378787878787,0.0,0.8115942028985508,0.0
104,6240000000000,0.9583333333333334,0.09980008417508418,0.0,0.9565217391304348,0.0
105,6300000000000,0.7916666666666666,0.15348800505050506,0.0,0.7971014492753623,0.0
106,6360000000000,0.7916666666666666,0.1103219696969697,0.0,0.8061594202898551,0.0
107,6420000000000,0.8333333333333334,0.12665719696969696,0.0,0.8369565217391305,0.0
108,6480000000000,0.9166666666666666,0.18205492424242425,0.0,0.9347826086956522,0.0
109,6540000000000,0.8333333333333334,0.1838436447811448,0.0,0.8460144927536232,0.0
110,6600000000000,0.8333333333333334,0.11460963804713804,0.0,0.8442028985507246,0.0
111,6660000000000,0.7916666666666666,0.12434238215488215,0.0,0.8079710144927537,0.0
112,6720000000000,0.7916666666666666,0.09132996632996633,0.0,0.8061594202898551,0.0
113,6780000000000,0.8333333333333334,0.11663510101010101,0.0,0.8405797101449275,0.0
114,6840000000000,0.7916666666666666,0.12478956228956228,0.0,0.8061594202898551,0.0
115,6900000000000,0.9166666666666666,0.124815867003367,0.0,0.9257246376811594,0.0
116,6960000000000,0.7083333333333334,0.0497422138047138,0.0,0.717391304347826,0.0
